BNBDOWNUSDT;0.18370000
XTZUPUSDT;0.07300000
XTZDOWNUSDT;2.06000000
AVABNB;0.00649000
AVABTC;0.00005076
AVABUSD;3.11800000
USDTBKRW;1125.00000000
BUSDBKRW;1097.18000000
IOTABUSD;1.31420000
MANAUSDT;0.79160000
XRPAUD;1.46320000
BNBAUD;645.40000000
AUDUSDT;0.74370000
BALBNB;0.42580000
BALBTC;0.00035980
BALBUSD;22.08000000
YFIBNB;82.19000000
YFIBTC;0.57360000
YFIBUSD;35188.19000000
YFIUSDT;35179.90000000
BLZBUSD;0.07104000
KMDBUSD;0.46760000
BALUSDT;22.07000000
BLZUSDT;0.26190000
IRISUSDT;0.11867000
KMDUSDT;1.08150000
BTCDAI;61268.95000000
ETHDAI;4023.99000000
BNBDAI;479.90000000
USDTDAI;0.99960000
BUSDDAI;0.99960000
JSTBNB;0.00021850
JSTBTC;0.00000131
JSTBUSD;0.08068000
JSTUSDT;0.08066000
SRMBNB;0.01623000
SRMBTC;0.00012690
SRMBUSD;7.78500000
SRMUSDT;7.79100000
ANTBNB;0.00969000
ANTBTC;0.00007616
ANTBUSD;4.66600000
ANTUSDT;4.67000000
CRVBNB;0.00687000
CRVBTC;0.00005574
CRVBUSD;3.41200000
CRVUSDT;3.41400000
SANDBNB;0.00157200
SANDBTC;0.00001228
SANDUSDT;0.75400000
SANDBUSD;0.75420000
OCEANBNB;0.00190500
OCEANBTC;0.00001491
OCEANBUSD;0.91380000
OCEANUSDT;0.91460000
NMRBNB;0.09160000
NMRBTC;0.00071100
NMRBUSD;43.76000000
NMRUSDT;43.64000000
DOTBNB;0.09142000
DOTBTC;0.00071510
DOTBUSD;43.86000000
DOTUSDT;43.86000000
LUNABNB;0.08837000
LUNABTC;0.00069140
LUNABUSD;42.40000000
LUNAUSDT;42.41000000
IDEXBTC;0.00000496
IDEXBUSD;0.30428000
RSRBNB;0.00008500
RSRBTC;0.00000067
RSRBUSD;0.04080000
RSRUSDT;0.04091000
